,表決ID,會議ID,該會議第幾個表決,表決內容,票數,結果
622,07-05-YS-16-077,07-05-YS-16,077,"（葉宜津委員等提案內容如下：國際機場園區股份有限公司之創業預算，其表示係依據「國際機場園區發展條例」暨「國營國際機場園區股份有限公司設置條例」設立。但前者係實體法，後者係準據法，並非指國際機場轉型為公司之公司名即為「國際機場」。且「國際機場」係概念名詞，亦非可做為公司登記名。因此對於將國際航空站轉制為公司，其長遠規劃為將臺灣各國際航空站轉制為分公司，其公司名則建請以臺灣國際機場園區股份有限公司為之，爰要求對此創業預算，建請更正為「臺灣國際機場園區股份有限公司」附屬單位預算。）
(十八)機場公司99年度預算案係僅依園區發展條例第22條第1項之立法說明，即按所承租公有土地申報地價年息7%編列租金費用，實欠缺合理之準據，應請主管機關交通部速依園區發展條例第11條第3項規定：「前項土地提供使用之方式、條件、期限、收回、權利義務及其他應遵行事項之辦法，由主管機關定之。」訂定相關辦法，俾使租金費用之編列有遵循之準據。【本案撤回】
三、非營業部分
內政委員會
(一)內政部營建署應於五年內達成建置住宅市場十分之一社會住宅之政策目標，並保留二分之一社會住宅專供出租使用。【經在場委員65人，贊成者3人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 50, ""total"": 113, ""disagree"": 3, ""agree"": 60}",Passed
623,07-05-YS-16-076,07-05-YS-16,076,"（葉宜津委員等提案內容如下：國際機場園區股份有限公司之創業預算，其表示係依據「國際機場園區發展條例」暨「國營國際機場園區股份有限公司設置條例」設立。但前者係實體法，後者係準據法，並非指國際機場轉型為公司之公司名即為「國際機場」。且「國際機場」係概念名詞，亦非可做為公司登記名。因此對於桃園國際航空站轉制為公司，其公司名亦建請以桃園國際機場園區股份有限公司為之，爰要求對此創業預算，建請更正為「桃園國際機場園區股份有限公司」附屬單位預算。）
(十七)99年度中央政府附屬單位預算案有關民主進步黨立法院黨團葉委員宜津等提案：「……其公司名建請更正為『臺灣國際機場園區股份有限公司』附屬單位預算。」乙案，建請提案文字修正為：「……公司名則建請以桃園國際機場股份有限公司為之……，應更正為『桃園國際機場股份有限公司』附屬單位預算」。【經在場委員65人，贊成者62人，反對者3人，多數通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 48, ""total"": 113, ""disagree"": 62, ""agree"": 3}",Not Passed
624,07-05-YS-16-075,07-05-YS-16,075,"(二十四之一)針對營業預算台灣菸酒公司，原審查總報告所列通過決議第2項，予以刪除：(2)經查95年度中央政府總預算財政部編列出售中央政府持有臺灣菸酒股份有限公司股數7億3,500萬股、149億7,930萬元，惟迄今尚未完成釋股，且外界質疑財政部釋股有損公股權益，立法院96年度至98年度均決議將財政部所編列釋股預算全數刪除，該部自不應執行95年度保留之臺灣菸酒股份有限公司釋股預算。因此，臺灣菸酒股份有限公司99年度預算「其他營業費用」之「服務費用—郵電費、印刷裝訂與廣告費、棧儲、包裝、代理及加工費」編列用於辦理釋股公開說明會及股東會紀念品等相關費用914萬3,000元，全數凍結，俟向立法院財政委員會報告經同意後，始得動支。【嗣經復議，照本案予以通過】
(二十五)台灣菸酒股份有限公司九十九年度預算計畫中，針對行銷費用中的福利費項目費用預算編列共計1億6,237萬6,000元，有鑑於近年來福利費編列每年日益升高，在整體用人費用縮減情況下，台灣菸酒股份有限公司實不宜大幅增加編列福利費用，建議先行凍結科目費用預算1億6,237萬6,000元二分之一，共計8,118萬8,000元，待向本院財政委員會報告後並經同意後始得動支。【本案撤回】
(二十六)有關立法院第7屆第4會期財政委員會第17次全體委員會議決議「臺灣菸酒股份有限公司贊助99年11月在大陸廣州舉辦的廣州亞運廣告費2.6億元，至今無法提出詳細報告，爰全數凍結該項費用，俟向立法院財政委員會報告經同意後，始得動支。」，建請文字修正為：「臺灣菸酒股份有限公司99年度『行銷費用—印刷裝訂與廣告費』編列19億3,395萬6,000元，凍結2.6億元，俟向立法院財政委員會報告大陸市場推展計畫後，始得動支。」。【經在場委員64人，贊成者61人，反對者3人，多數通過；並採記名表決方式，表決結果名單附後(63)】
(二十七)依據職工福利金條例第1條第1項規定：「凡公營、私營之工廠、礦場或其他企業組織，均應提撥職工福利金，辦理職工福利事業。」及第2條規定：「工廠、礦場或其他企業組織提撥職工福利金，依左列之規定：一、創立時就其資本總額提撥1%至5%。二、每月營業收入總額內提撥0.05%至0.15%。三、每月於每個職員工人薪津內各扣0.5%。四、下腳變價時提撥20%至40%。……」
臺灣菸酒公司99年度預算職工福利金共編列1億4,533萬8,000元，係按最高上限標準之營業收入0.15%及出售下腳收入40%提撥。惟該公司每年度獲利情形不同，如97年度決算純益77億3,100萬8,000元，98年度預算編列純益65億5,139萬8,000元，99年度純益為73億5,846萬1,000元，但職工福利金之提撥均依最高上限標準之情形，顯未依實際營運情形調整提撥比例。
臺灣菸酒公司係由臺灣省菸酒公賣局改制而來，廠房設備及營運規模係奠基於法律保障之專賣制度，且員工已領取最高2.6個月之績效獎金及2個月之考核獎金，職工福利金之提撥實不宜每年度均以法定最高上限標準提撥，爰要求台灣菸酒公司自99年度起應依營運獲利情形之差異，訂定不同之職工福利金提撥標準，並向立法院財政委員會專案報告，經同意後，始得據以執行。【經在場委員65人，贊成者3人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(64)】
(二十八)有鑒於私劣仿冒米酒情況嚴重，台灣菸酒公司一直沒有拿出有效解決方案，而仿冒一瓶米酒就有35元以上的利潤（包括米酒稅及營業稅），造成不肖業者貪圖暴利，仿冒紅標米酒情況越來越嚴重，台灣菸酒公司應於三個月內立即提出有效解決方案，徹底杜絕私釀逃漏稅、不健康的米酒，參考國外實施多年的安全防偽標籤方案，建立有效辨識機制，追蹤溯源米酒來源與去向，讓一般消費者可以清楚區別假米酒、真米酒，將紅標米酒成為米酒典範，供消費者安全食用，避免有心人破壞國人健康，影響生命安全。【本案撤回】
(二十九)國營事業人事任用與陞遷亦應參照上述公務人員陞遷法之規定，充分考量資績並重之原則，以避免外行領導內行及打擊員工士氣。因此，臺灣菸酒公司上述晉用已退休公務員擔任顧問，並於極短期間晉升副總經理，顯有不當之處。【本案撤回】
(三十)有鑑竹南啤酒廠為臺灣菸酒公司的代表廠，不僅面積最大，且擁有最佳的設備與產能，使其製品之品質與生產效能得聞名於國際，故時有國內外民間單位到該廠參觀。然而目前竹南啤酒廠在相關宣傳上顯有不足，其廣告效果甚至較其他小廠為差，爰此，要求竹南啤酒廠應於廠區周邊設立大型LED看板，以達到應有的廣告宣傳效果。【本案撤回】
交通委員會
(一)中華郵政公司99年度「捐助費用」編列1,161萬1,000元，較上年度（98）增加14.87%，若與97年度決算數比較，更增加42.55%之多。鑒於該公司近三年來收益逐漸衰退，99年度純益數較98年、97年分別衰退26.4%、26.89%，而捐助費用又非業務上必須之費用，理應參酌公司損益狀況，斟酌為之。是以，參酌97年度決算與實際支用情形，99年度「捐助費用」應予減列20%。【經在場委員66人，贊成者3人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(65)】
(二)經查中華郵政公司最近3年度實際捐助對象，除部分捐助對象與該公司事業經營似不相干外，另由於捐助費用並非預算法所定「因經營環境發生重大變遷或正常業務之確實需要」，該公司96年度捐助費用卻超過當年度預算數，顯與法未符。此外，該公司99年度編列捐助費用1,161萬1,000元，較97年度決算、98年度預算分別增加42.55%、14.87%，衡酌99年度純益數較97年度決算、98年度預算分別減少26.89%、26.40%，允應檢討縮減捐助金額及範圍。【本案撤回】
(三)中華郵政公司受到以往多種實體票券陸續改採電子化、且開放其他通路代售等衝擊，近幾年度無論郵務代理、儲匯代理業務，其營運量及營運值逐年縮減；99年度代理承作營運量及營運值，分別較98年度減少9.89%、6.81%，凸顯該公司代理業務確實遭遇若干瓶頸，亟待積極尋求解決途徑，俾擴展代理業務、增加營業收益。【本案撤回】
(四)中華郵政公司除信函或明信片依法係專屬於該公司業務，民間不得經營者外，其餘業務則遭受民間業者激烈競爭，部分呈現逐年衰退情況。雖然兩岸自97年底開放直接通郵，惟該公司郵政業務並無重大突破，宜積極研謀改善。【本案撤回】
(五)郵政儲金來源係廣大基層民眾自發性小額儲蓄存款，該儲金運用良窳與眾多基層民眾畢生積蓄息息相關，而目前經建會研議規劃將中華郵政資金直接放款給重大公共建設，雖基於郵政儲金匯兌法第十八條第七項規定經交通部、財政部及中央銀行核准得逕自運用郵政儲金，然卻缺乏監督機制。又重大公共建設本質上屬於國家對人民提供公共服務之義務事項，本不以自償性為原則，若郵政儲金放款後發生無法回收的情況時，其影響層面非同小可。綜上，要求郵政儲金依據郵政儲金匯兌法第十八條第七項規定而為運用前，應向立法院報告，經同意後，始得執行。【經在場委員62人，贊成者3人，反對者57人，少數不通過；並採記名表決方式，表決結果名單附後(66)】
(六)鑒於郵政儲金來源主要係廣大民眾儲蓄存款匯集而成，中華郵政公司應盡善良管理人義務，妥善規劃郵政儲金之運用配置。惟近年來郵政資金運用整體營運結果虧損嚴重，然而其投資運用情況未臻公開透明，蓋中華郵政公司金融投資標的未按自行投資及委外經營分別表列，且亦欠缺各項金融商品之項目、金額等具體內容，存戶或外界無法監督，爰此，並參照會計法相關規定，要求中華郵政公司應自民國100年起，詳列金融資產及權益等財務資訊，隨同預算書送立法院審議。【經在場委員63人，贊成者3人，反對者60人，少數不通過；並採記名表決方式，表決結果名單附後(67)】
(七)去年（97年）11月第二次江陳會，臺灣與中國簽署直航協議、郵政協議，開辦兩岸直接平常和掛號函件、小包、包裹、快捷郵件等業務，此對中華郵政公司之郵政業務應有助益，惟中華郵政公司99年度郵務收入編列263億8,705萬4,000元，僅較上年度（98）增加1.63（約增加4.2億餘元），有低估之嫌，爰此，上述收入預算應予增加10。【經在場委員64人，贊成者3人，反對者61人，少數不通過；並採記名表決方式，表決結果名單附後(68)】
(八)中華郵政公司99年度關於「營業資產租金收入」編列8,600萬元，係出租基地台、廣告看板、場地及其他營業資產等租金收入。相較於全台郵局據點將近500處，該項租金收入似嫌保守，且截至目前（98年9月底）該項收入累計執行數已達8,726萬2,000元，早超過上述預算金額，是以該項收入預算應參酌實際執行情況予以調高而增列3,000萬元。【經在場委員60人，贊成者3人，反對者57人，少數不通過；並採記名表決方式，表決結果名單附後(69)】
(九)按國營事業職工福利金之提撥，依據「職工福利金條例」規定，係每月按營業收入總額之0.05%～0.15%間予以提撥。而相較於其他國營事業，臺灣鐵路管理局近年來營業仍處虧損狀況，但卻以上限標準0.15%提撥福利金，致使其福利金之發放與實際經營績效兩者顯不相當，不符績效管理精神。綜上，參酌目前該局財務與實際營運情況，其99年度福利金預算4,218萬2,000元，應以營業收入總額0.05%提撥，是以，前述預算爰予凍結五分之一，並俟鐵路管理局修改相關規定章程，將提撥比率改為0.12%送行政院勞工委員會，並向立法院交通委員會報告後，始得動支。【經在場委員62人，贊成者3人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後(70)】
(十)臺灣鐵路管理局99年度就「其他營業收入—營業資產租金收入」編列25億3,948萬1,000元，較上年度減少2億2,085萬9,000元，減少8。經查，該「營業資產租金收入」主要來源為將房地產、車站出租所得之租金收入、車廂廣告收入與餐旅服務收入。而根據資料顯示，因捷運化通勤旅客增加其客運量有逐年回升之趨勢，是以，上述租金收入仍有拓展空間。故為督促台鐵局應積極辦理招租、活化資源使用，該租金收入應予增列10。【經在場委員63人，贊成者3人，反對者60人，少數不通過；並採記名表決方式，表決結果名單附後(71)】
(十一)查台鐵局訂有「臺灣鐵路管理局從業人員及眷屬優待乘車購票要點」，員工購票乘車優惠對象除員工本人外，尚包含其父母、配偶、未成年子女。相較於高鐵公司、捷運公司，其員工購票乘車優惠辦理過於寬鬆，等同於變相福利津貼，該合法性與合理性有待商榷，爰此，臺灣鐵路管理局99年度之『福利費』9億6,614萬元，應予刪減5,000萬元。【經在場委員59人，贊成者3人，反對者56人，少數不通過；並採記名表決方式，表決結果名單附後(72)】
(十二)臺灣鐵路管理局99年度就「旅運費」編列5,808萬7,000元，雖較上年度（98）略微減少，但卻較97年度實際執行數增加12.6%，顯見本次預算編列仍過於寬鬆。另查台鐵局每年均編列至國外考察費用，然而，我國無論在月台設計、標示，甚至電子票證政策上，仍與先進國家有極大落差，其出國考察績效有待檢討。綜上，上述預算應予刪減15%。【經在場委員62人，贊成者3人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後(73)】
(十三)交通部主管交通部基隆港務局、台中港務局、高雄港務局與花蓮港務局等附屬單位均編列『敦親睦鄰費』，惟比較各港務局99年度營業收入與該筆費用編列情況，顯示其預算編列並無標準，等同於該單位的私房錢，且亦未照政府資訊公開法公開其捐助明細，是以各港務局的『敦親睦鄰費』應全數凍結，向立法院交通委員會報告後始得動支。【經在場委員64人，贊成者3人，反對者61人，少數不通過；並採記名表決方式，表決結果名單附後(74)】
(十四)針對高雄港務局近年進行港區土地劃分與土地地籍整理工作，與旗津地區居民產生諸多土地與地上物所有權認定爭議，導致該區發生數起政府控告人民侵佔之官司，讓人民不堪其擾。旗津地區為高雄最早開發之地，居民多世居該地且多從事漁業捕撈等相關工作，對於居住土地與房屋所有權等登記程序或文書資料保留等相關知識較之不足，也不知該如何正確主張自己權利，而政府部門挾其龐大行政資源之優勢輒以官司訴訟方式解決爭端，在這種資訊、資源明顯不對等的情況下，民眾對政府的告訴官司只能徒呼負負、莫可奈何!
港務局身為人民公僕，對人民的財產與生活應儘量予維護，而不應在爭議未釐清時推諉塞責、動輒對人民提出訴訟。建議凍結高雄港務局「公共關係費」3,631,000元、「專業服務費」10,000,000元，俟其提出處理此類與民眾發生土地或地上權爭議時之標準處理流程報告後，再予以解凍。是否有當，請公決案。【經在場委員65人，贊成者3人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(75)】
(十五)高雄港務局棧埠沈乃壽處長遭到檢方以貪污詐欺等罪嫌起訴，但目前卻還繼續擔任高官。爰要求交通部依相關法令迅將該員調離主管職，並將處理情形於1個月內以書面向交通委員會提出報告。【本案通過】
(十六)99年度中央政府附屬單位預算案有關民主進步黨立法院黨團葉委員宜津等提案：「…，其公司名建請更正為『桃園國際機場園區股份有限公司』附屬單位預算。」乙案，建請提案文字修正為：「…公司名亦建請以桃園國際機場股份有限公司為之，…應更正為『桃園國際機場股份有限公司』附屬單位預算」。【經在場委員63人，贊成者60人，反對者3人，多數通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 49, ""total"": 113, ""disagree"": 61, ""agree"": 3}",Not Passed
625,07-05-YS-16-074,07-05-YS-16,074,"(十四)針對高雄港務局近年進行港區土地劃分與土地地籍整理工作，與旗津地區居民產生諸多土地與地上物所有權認定爭議，導致該區發生數起政府控告人民侵佔之官司，讓人民不堪其擾。旗津地區為高雄最早開發之地，居民多世居該地且多從事漁業捕撈等相關工作，對於居住土地與房屋所有權等登記程序或文書資料保留等相關知識較之不足，也不知該如何正確主張自己權利，而政府部門挾其龐大行政資源之優勢輒以官司訴訟方式解決爭端，在這種資訊、資源明顯不對等的情況下，民眾對政府的告訴官司只能徒呼負負、莫可奈何!
港務局身為人民公僕，對人民的財產與生活應儘量予維護，而不應在爭議未釐清時推諉塞責、動輒對人民提出訴訟。建議凍結高雄港務局「公共關係費」3,631,000元、「專業服務費」10,000,000元，俟其提出處理此類與民眾發生土地或地上權爭議時之標準處理流程報告後，再予以解凍。是否有當，請公決案。【經在場委員65人，贊成者3人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 51, ""total"": 113, ""disagree"": 59, ""agree"": 3}",Not Passed
626,07-05-YS-16-073,07-05-YS-16,073,(十三)交通部主管交通部基隆港務局、台中港務局、高雄港務局與花蓮港務局等附屬單位均編列『敦親睦鄰費』，惟比較各港務局99年度營業收入與該筆費用編列情況，顯示其預算編列並無標準，等同於該單位的私房錢，且亦未照政府資訊公開法公開其捐助明細，是以各港務局的『敦親睦鄰費』應全數凍結，向立法院交通委員會報告後始得動支。【經在場委員64人，贊成者3人，反對者61人，少數不通過；並採記名表決方式，表決結果名單附後,"{""abstain"": 0, ""not_voting"": 54, ""total"": 113, ""disagree"": 56, ""agree"": 3}",Not Passed
627,07-05-YS-16-072,07-05-YS-16,072,"(十二)臺灣鐵路管理局99年度就「旅運費」編列5,808萬7,000元，雖較上年度（98）略微減少，但卻較97年度實際執行數增加12.6%，顯見本次預算編列仍過於寬鬆。另查台鐵局每年均編列至國外考察費用，然而，我國無論在月台設計、標示，甚至電子票證政策上，仍與先進國家有極大落差，其出國考察績效有待檢討。綜上，上述預算應予刪減15%。【經在場委員62人，贊成者3人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 50, ""total"": 113, ""disagree"": 60, ""agree"": 3}",Not Passed
628,07-05-YS-16-071,07-05-YS-16,071,"(十一)查台鐵局訂有「臺灣鐵路管理局從業人員及眷屬優待乘車購票要點」，員工購票乘車優惠對象除員工本人外，尚包含其父母、配偶、未成年子女。相較於高鐵公司、捷運公司，其員工購票乘車優惠辦理過於寬鬆，等同於變相福利津貼，該合法性與合理性有待商榷，爰此，臺灣鐵路管理局99年度之『福利費』9億6,614萬元，應予刪減5,000萬元。【經在場委員59人，贊成者3人，反對者56人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 51, ""total"": 113, ""disagree"": 59, ""agree"": 3}",Not Passed
629,07-05-YS-16-070,07-05-YS-16,070,"(十)臺灣鐵路管理局99年度就「其他營業收入—營業資產租金收入」編列25億3,948萬1,000元，較上年度減少2億2,085萬9,000元，減少8。經查，該「營業資產租金收入」主要來源為將房地產、車站出租所得之租金收入、車廂廣告收入與餐旅服務收入。而根據資料顯示，因捷運化通勤旅客增加其客運量有逐年回升之趨勢，是以，上述租金收入仍有拓展空間。故為督促台鐵局應積極辦理招租、活化資源使用，該租金收入應予增列10。【經在場委員63人，贊成者3人，反對者60人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 53, ""total"": 113, ""disagree"": 57, ""agree"": 3}",Not Passed
630,07-05-YS-16-069,07-05-YS-16,069,"(九)按國營事業職工福利金之提撥，依據「職工福利金條例」規定，係每月按營業收入總額之0.05%～0.15%間予以提撥。而相較於其他國營事業，臺灣鐵路管理局近年來營業仍處虧損狀況，但卻以上限標準0.15%提撥福利金，致使其福利金之發放與實際經營績效兩者顯不相當，不符績效管理精神。綜上，參酌目前該局財務與實際營運情況，其99年度福利金預算4,218萬2,000元，應以營業收入總額0.05%提撥，是以，前述預算爰予凍結五分之一，並俟鐵路管理局修改相關規定章程，將提撥比率改為0.12%送行政院勞工委員會，並向立法院交通委員會報告後，始得動支。【經在場委員62人，贊成者3人，反對者59人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 49, ""total"": 113, ""disagree"": 61, ""agree"": 3}",Not Passed
631,07-05-YS-16-068,07-05-YS-16,068,"(八)中華郵政公司99年度關於「營業資產租金收入」編列8,600萬元，係出租基地台、廣告看板、場地及其他營業資產等租金收入。相較於全台郵局據點將近500處，該項租金收入似嫌保守，且截至目前（98年9月底）該項收入累計執行數已達8,726萬2,000元，早超過上述預算金額，是以該項收入預算應參酌實際執行情況予以調高而增列3,000萬元。【經在場委員60人，贊成者3人，反對者57人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 50, ""total"": 113, ""disagree"": 60, ""agree"": 3}",Not Passed
632,07-05-YS-16-067,07-05-YS-16,067,"(七)去年（97年）11月第二次江陳會，臺灣與中國簽署直航協議、郵政協議，開辦兩岸直接平常和掛號函件、小包、包裹、快捷郵件等業務，此對中華郵政公司之郵政業務應有助益，惟中華郵政公司99年度郵務收入編列263億8,705萬4,000元，僅較上年度（98）增加1.63（約增加4.2億餘元），有低估之嫌，爰此，上述收入預算應予增加10。【經在場委員64人，贊成者3人，反對者61人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 2, ""not_voting"": 51, ""total"": 113, ""disagree"": 57, ""agree"": 3}",Not Passed
633,07-05-YS-16-066,07-05-YS-16,066,(六)鑒於郵政儲金來源主要係廣大民眾儲蓄存款匯集而成，中華郵政公司應盡善良管理人義務，妥善規劃郵政儲金之運用配置。惟近年來郵政資金運用整體營運結果虧損嚴重，然而其投資運用情況未臻公開透明，蓋中華郵政公司金融投資標的未按自行投資及委外經營分別表列，且亦欠缺各項金融商品之項目、金額等具體內容，存戶或外界無法監督，爰此，並參照會計法相關規定，要求中華郵政公司應自民國100年起，詳列金融資產及權益等財務資訊，隨同預算書送立法院審議。【經在場委員63人，贊成者3人，反對者60人，少數不通過；並採記名表決方式，表決結果名單附後,"{""abstain"": 1, ""not_voting"": 47, ""total"": 113, ""disagree"": 62, ""agree"": 3}",Not Passed
634,07-05-YS-16-065,07-05-YS-16,065,"(二十四之一)針對營業預算台灣菸酒公司，原審查總報告所列通過決議第2項，予以刪除：(2)經查95年度中央政府總預算財政部編列出售中央政府持有臺灣菸酒股份有限公司股數7億3,500萬股、149億7,930萬元，惟迄今尚未完成釋股，且外界質疑財政部釋股有損公股權益，立法院96年度至98年度均決議將財政部所編列釋股預算全數刪除，該部自不應執行95年度保留之臺灣菸酒股份有限公司釋股預算。因此，臺灣菸酒股份有限公司99年度預算「其他營業費用」之「服務費用—郵電費、印刷裝訂與廣告費、棧儲、包裝、代理及加工費」編列用於辦理釋股公開說明會及股東會紀念品等相關費用914萬3,000元，全數凍結，俟向立法院財政委員會報告經同意後，始得動支。【嗣經復議，照本案予以通過】
(二十五)台灣菸酒股份有限公司九十九年度預算計畫中，針對行銷費用中的福利費項目費用預算編列共計1億6,237萬6,000元，有鑑於近年來福利費編列每年日益升高，在整體用人費用縮減情況下，台灣菸酒股份有限公司實不宜大幅增加編列福利費用，建議先行凍結科目費用預算1億6,237萬6,000元二分之一，共計8,118萬8,000元，待向本院財政委員會報告後並經同意後始得動支。【本案撤回】
(二十六)有關立法院第7屆第4會期財政委員會第17次全體委員會議決議「臺灣菸酒股份有限公司贊助99年11月在大陸廣州舉辦的廣州亞運廣告費2.6億元，至今無法提出詳細報告，爰全數凍結該項費用，俟向立法院財政委員會報告經同意後，始得動支。」，建請文字修正為：「臺灣菸酒股份有限公司99年度『行銷費用—印刷裝訂與廣告費』編列19億3,395萬6,000元，凍結2.6億元，俟向立法院財政委員會報告大陸市場推展計畫後，始得動支。」。【經在場委員64人，贊成者61人，反對者3人，多數通過；並採記名表決方式，表決結果名單附後(63)】
(二十七)依據職工福利金條例第1條第1項規定：「凡公營、私營之工廠、礦場或其他企業組織，均應提撥職工福利金，辦理職工福利事業。」及第2條規定：「工廠、礦場或其他企業組織提撥職工福利金，依左列之規定：一、創立時就其資本總額提撥1%至5%。二、每月營業收入總額內提撥0.05%至0.15%。三、每月於每個職員工人薪津內各扣0.5%。四、下腳變價時提撥20%至40%。……」
臺灣菸酒公司99年度預算職工福利金共編列1億4,533萬8,000元，係按最高上限標準之營業收入0.15%及出售下腳收入40%提撥。惟該公司每年度獲利情形不同，如97年度決算純益77億3,100萬8,000元，98年度預算編列純益65億5,139萬8,000元，99年度純益為73億5,846萬1,000元，但職工福利金之提撥均依最高上限標準之情形，顯未依實際營運情形調整提撥比例。
臺灣菸酒公司係由臺灣省菸酒公賣局改制而來，廠房設備及營運規模係奠基於法律保障之專賣制度，且員工已領取最高2.6個月之績效獎金及2個月之考核獎金，職工福利金之提撥實不宜每年度均以法定最高上限標準提撥，爰要求台灣菸酒公司自99年度起應依營運獲利情形之差異，訂定不同之職工福利金提撥標準，並向立法院財政委員會專案報告，經同意後，始得據以執行。【經在場委員65人，贊成者3人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(64)】
(二十八)有鑒於私劣仿冒米酒情況嚴重，台灣菸酒公司一直沒有拿出有效解決方案，而仿冒一瓶米酒就有35元以上的利潤（包括米酒稅及營業稅），造成不肖業者貪圖暴利，仿冒紅標米酒情況越來越嚴重，台灣菸酒公司應於三個月內立即提出有效解決方案，徹底杜絕私釀逃漏稅、不健康的米酒，參考國外實施多年的安全防偽標籤方案，建立有效辨識機制，追蹤溯源米酒來源與去向，讓一般消費者可以清楚區別假米酒、真米酒，將紅標米酒成為米酒典範，供消費者安全食用，避免有心人破壞國人健康，影響生命安全。【本案撤回】
(二十九)國營事業人事任用與陞遷亦應參照上述公務人員陞遷法之規定，充分考量資績並重之原則，以避免外行領導內行及打擊員工士氣。因此，臺灣菸酒公司上述晉用已退休公務員擔任顧問，並於極短期間晉升副總經理，顯有不當之處。【本案撤回】
(三十)有鑑竹南啤酒廠為臺灣菸酒公司的代表廠，不僅面積最大，且擁有最佳的設備與產能，使其製品之品質與生產效能得聞名於國際，故時有國內外民間單位到該廠參觀。然而目前竹南啤酒廠在相關宣傳上顯有不足，其廣告效果甚至較其他小廠為差，爰此，要求竹南啤酒廠應於廠區周邊設立大型LED看板，以達到應有的廣告宣傳效果。【本案撤回】
交通委員會
(一)中華郵政公司99年度「捐助費用」編列1,161萬1,000元，較上年度（98）增加14.87%，若與97年度決算數比較，更增加42.55%之多。鑒於該公司近三年來收益逐漸衰退，99年度純益數較98年、97年分別衰退26.4%、26.89%，而捐助費用又非業務上必須之費用，理應參酌公司損益狀況，斟酌為之。是以，參酌97年度決算與實際支用情形，99年度「捐助費用」應予減列20%。【經在場委員66人，贊成者3人，反對者62人，少數不通過；並採記名表決方式，表決結果名單附後(65)】
(二)經查中華郵政公司最近3年度實際捐助對象，除部分捐助對象與該公司事業經營似不相干外，另由於捐助費用並非預算法所定「因經營環境發生重大變遷或正常業務之確實需要」，該公司96年度捐助費用卻超過當年度預算數，顯與法未符。此外，該公司99年度編列捐助費用1,161萬1,000元，較97年度決算、98年度預算分別增加42.55%、14.87%，衡酌99年度純益數較97年度決算、98年度預算分別減少26.89%、26.40%，允應檢討縮減捐助金額及範圍。【本案撤回】
(三)中華郵政公司受到以往多種實體票券陸續改採電子化、且開放其他通路代售等衝擊，近幾年度無論郵務代理、儲匯代理業務，其營運量及營運值逐年縮減；99年度代理承作營運量及營運值，分別較98年度減少9.89%、6.81%，凸顯該公司代理業務確實遭遇若干瓶頸，亟待積極尋求解決途徑，俾擴展代理業務、增加營業收益。【本案撤回】
(四)中華郵政公司除信函或明信片依法係專屬於該公司業務，民間不得經營者外，其餘業務則遭受民間業者激烈競爭，部分呈現逐年衰退情況。雖然兩岸自97年底開放直接通郵，惟該公司郵政業務並無重大突破，宜積極研謀改善。【本案撤回】
(五)郵政儲金來源係廣大基層民眾自發性小額儲蓄存款，該儲金運用良窳與眾多基層民眾畢生積蓄息息相關，而目前經建會研議規劃將中華郵政資金直接放款給重大公共建設，雖基於郵政儲金匯兌法第十八條第七項規定經交通部、財政部及中央銀行核准得逕自運用郵政儲金，然卻缺乏監督機制。又重大公共建設本質上屬於國家對人民提供公共服務之義務事項，本不以自償性為原則，若郵政儲金放款後發生無法回收的情況時，其影響層面非同小可。綜上，要求郵政儲金依據郵政儲金匯兌法第十八條第七項規定而為運用前，應向立法院報告，經同意後，始得執行。【經在場委員62人，贊成者3人，反對者57人，少數不通過；並採記名表決方式，表決結果名單附後","{""abstain"": 0, ""not_voting"": 48, ""total"": 113, ""disagree"": 62, ""agree"": 3}",Not Passed
